5104.5,2955.0
4626.0,2901.0
4240.5,2898.0
3988.5,2863.5
3822.0,2955.0
3802.5,3571.5
3909.0,3586.5
3903.0,3697.5
3804.0,3705.0
3804.0,3906.0
3586.5,3897.0
2754.0,3907.5
2034.0,3916.0
2008.0,4214.0
1928.0,4300.0
1890.0,3946.0
1825.5,3808.5
1531.5,3810.0
1308.0,3774.0
1104.0,3801.0
1126.5,3901.5
1078.5,3964.5
918.0,3976.5
856.5,4066.5
303.0,4084.5
142.5,4068.0
117.0,4687.5
133.5,4878.0
747.0,4911.0
742.5,4668.0
936.0,4656.0
948.0,4534.5
1308.0,4545.0
1300.5,4404.0
1321.5,4200.0
1549.5,4200.0
1552.5,4293.0
1732.5,4311.0
1734.0,4390.5
1716.0,4462.5
1723.5,4588.5
2226.0,4614.0
2217.0,4225.5
2406.0,4213.5
2406.0,4153.5
2407.5,4075.5
2448.0,4066.5
2584.5,4071.0
2581.5,4210.5
2989.5,4210.5
3000.0,4060.5
3157.5,4068.0
3163.5,4212.0
4065.0,4216.5
4062.0,4128.0
3913.5,4129.5
3894.0,4062.0
3925.5,3996.0
4054.5,3993.0
4051.5,3933.0
4027.5,3780.0
4047.0,3574.5
4032.0,3442.5
4056.0,3378.0
4525.5,3372.0
4575.0,3391.5
4587.0,3465.0
4554.0,3990.0
4554.0,4770.0
4562.0,6046.0
4566.0,6496.0
4732.0,6516.0
4718.0,4756.0
4732.0,4016.0
4736.0,3474.0
4760.0,3402.0
4832.0,3398.0
5134.0,3394.0,5134.0,3394.0,5134.0,3394.0
