5148.0,1602.0
4770.0,1604.0
4685.0,1618.0
4684.0,1730.0
4471.0,1726.0
4453.0,1859.0
4373.0,1852.0
4378.0,1695.0
4376.0,1655.0
4191.0,1659.0
4189.0,1565.0
4132.0,1540.0
3662.0,1566.0
3638.0,1653.0
3547.0,1691.0
3542.0,1885.0
3247.0,1897.0
3153.0,1910.0
3150.0,2200.0
3123.0,2473.0
3131.0,2628.0
3012.0,2613.0
2887.0,2648.0
2862.0,2763.0
2880.0,2936.0
2871.0,3122.0
2880.0,3289.0
2777.0,3348.0
2357.0,3331.0
2055.0,3358.0
1738.0,3347.0
1461.0,3360.0
1081.0,3346.0
1066.0,3072.0
1263.0,3027.0
1280.0,3006.0
1063.0,2997.0
1067.0,2832.0
1144.0,2789.0
1368.0,2792.0
1386.0,2766.0
1068.0,2744.0
1048.0,2609.0
1109.0,2579.0
1098.0,2495.0
989.0,2456.0
948.0,2455.0
930.0,2398.0
852.0,2402.0
809.0,2378.0
729.0,2394.0
742.0,2445.0
709.0,2474.0
601.0,2463.0
548.0,2533.0
585.0,2580.0
694.0,2595.0
725.0,2701.0
728.0,3005.0
403.0,2999.0
396.0,3023.0
724.0,3088.0
722.0,3376.0
0.0,3394.0
